Repository,Author,Closed,ClosedAt, CreatedAt, LastEditedAt, State, Title, UpdatedAt
devops-requests,gjlawran,true,2020-11-10T17:13:18Z,2020-11-10T01:31:24Z,,CLOSED,"RESTORE MRAROSS BCGOV ORG ACCESS - MFA NOW ON",2020-11-10T17:13:20Z
devops-requests,sslaws,true,2020-12-29T19:27:39Z,2020-11-10T01:43:52Z,,CLOSED,"HealthGateway SonarCloud request",2020-12-29T19:27:42Z
devops-requests,SpencerRead,true,2020-11-13T17:03:01Z,2020-11-10T18:57:04Z,,CLOSED,"Create New Repo for Foundry Youth Web App",2020-11-13T17:03:04Z
devops-requests,byshine,true,2020-11-13T00:42:28Z,2020-11-11T22:51:34Z,,CLOSED,"Request for BCGOV GitHub Organization Membership",2020-11-13T00:42:30Z
devops-requests,chrsuthe,true,2020-12-04T18:54:01Z,2020-11-12T18:11:31Z,,CLOSED,"Request to change smag_project repository to private",2020-12-14T16:53:21Z
devops-requests,YongLuo007,true,2020-11-13T00:42:54Z,2020-11-12T20:31:50Z,,CLOSED,"Please reinstating my account, thanks",2020-11-13T00:42:55Z
devops-requests,scottrumsby,true,2020-11-13T00:43:18Z,2020-11-12T22:48:37Z,,CLOSED,"Add access",2020-11-13T00:43:19Z
devops-requests,ag-pssg-isb-sa,true,2020-11-13T19:19:44Z,2020-11-12T23:55:43Z,,CLOSED,"Request for ISB Resources to be added to BCGOV and BCGOV-C",2020-11-13T19:19:47Z
devops-requests,matthewhall78,true,2020-11-13T21:05:45Z,2020-11-13T21:03:36Z,2020-11-13T21:03:41Z,CLOSED,"Remove NANYANG from Rocketchat Keycloak ",2020-11-13T21:05:47Z
devops-requests,avkleef,true,2020-11-17T20:03:56Z,2020-11-16T16:44:34Z,,CLOSED,"AG/PSSG BCGov, BCGov-C & BCDevOps Organization Membership Request",2020-11-17T20:03:58Z
devops-requests,dcromarty,true,2020-11-17T20:05:05Z,2020-11-16T19:51:32Z,,CLOSED,"Re-enable GitHub access",2020-11-17T20:05:08Z
devops-requests,ateucher,true,2020-11-17T20:06:26Z,2020-11-16T22:58:40Z,2020-11-16T22:59:08Z,CLOSED,"GitHub Access Request for @karharker",2020-11-17T20:06:28Z
devops-requests,victorchong,true,2020-12-04T17:00:48Z,2020-11-17T17:28:11Z,2020-11-24T16:48:19Z,CLOSED,"Remove IDIR 'ROJOHNST' from realm '0jjhl1lc'",2020-12-04T17:09:42Z
devops-requests,rafasbcgov,true,2020-11-19T20:24:50Z,2020-11-17T22:54:41Z,,CLOSED,"OpenShift Access Request",2020-11-19T20:24:53Z
devops-requests,rafasbcgov,true,2020-11-19T20:26:31Z,2020-11-17T22:57:17Z,,CLOSED,"Restore OpenShift Access",2020-11-19T20:26:33Z
devops-requests,rafasbcgov,true,2020-11-19T17:24:26Z,2020-11-17T23:04:06Z,,CLOSED,"Request for BCGOV org membership",2020-11-19T17:24:29Z
devops-requests,ychung-mot,true,2020-11-19T20:22:43Z,2020-11-17T23:30:21Z,2020-11-17T23:30:53Z,CLOSED,"Request to remove IDIR user thales from Keycloak",2020-11-19T20:22:45Z
devops-requests,KatieR2020,true,2020-11-19T17:21:55Z,2020-11-17T23:30:25Z,,CLOSED,"Submit Request ",2020-11-19T17:21:58Z
devops-requests,rafasbcgov,true,2020-11-19T17:23:54Z,2020-11-18T00:58:08Z,,CLOSED,"Restore BCGOV org membership",2020-11-19T17:23:57Z
devops-requests,henry-ngo,true,2020-11-24T00:45:31Z,2020-11-18T04:40:39Z,,CLOSED,"Request for henry-ngo for bcgov-c ",2020-11-26T22:41:51Z
devops-requests,jongoetz,true,2020-11-19T17:26:36Z,2020-11-18T19:03:59Z,,CLOSED,"GitHub Access Request for @JessicaPenno",2020-11-19T17:26:39Z
devops-requests,caggles,true,2020-11-18T22:40:32Z,2020-11-18T22:39:35Z,,CLOSED,"testing",2020-11-18T22:40:35Z
devops-requests,JLWade,true,2020-11-19T00:42:04Z,2020-11-18T22:42:46Z,,CLOSED,"Requesting storage quota increase for 6cdc9e-prod",2020-11-19T00:43:54Z
devops-requests,caggles,true,2020-11-18T23:01:47Z,2020-11-18T23:01:26Z,,CLOSED,"testing again",2020-11-18T23:01:53Z
devops-requests,caggles,true,2020-11-18T23:13:14Z,2020-11-18T23:12:31Z,,CLOSED,"one more test",2020-11-18T23:13:15Z
devops-requests,caggles,true,2020-11-18T23:53:57Z,2020-11-18T23:35:09Z,,CLOSED,"more testing!",2020-11-18T23:53:59Z
devops-requests,caggles,true,2020-11-18T23:53:49Z,2020-11-18T23:39:40Z,,CLOSED,"test 4",2020-11-18T23:53:51Z
devops-requests,caggles,true,2020-11-19T00:12:50Z,2020-11-18T23:54:08Z,,CLOSED,"test 5",2020-11-19T00:12:52Z
devops-requests,caggles,true,2020-11-19T00:25:46Z,2020-11-19T00:13:09Z,,CLOSED,"test 6",2020-11-19T00:25:46Z
devops-requests,rstens,true,2020-11-19T19:08:08Z,2020-11-19T18:41:19Z,,CLOSED,"Request for Charlie Garrett-Jones and Shreyas Devalapurkar",2020-11-19T19:08:15Z
devops-requests,doug-lovett,true,2020-11-19T20:20:33Z,2020-11-19T20:11:19Z,,CLOSED,"Restore doug-lovett access (2FA policy revoked)",2020-11-19T20:20:35Z
devops-requests,tdekens,true,2020-11-20T18:06:50Z,2020-11-19T21:02:12Z,,CLOSED,"OpenShift access - Koch",2020-11-20T18:06:52Z
devops-requests,jhmccoll,true,2020-11-24T00:45:55Z,2020-11-20T19:06:06Z,,CLOSED,"Request to remove duplicate user IDIR AMACKAY from KeyCloak ",2020-11-24T00:45:57Z
devops-requests,MikeLyttle,true,2020-11-26T17:29:34Z,2020-11-24T20:03:07Z,,CLOSED,"OpenShift Access Request for Kyle Morel",2020-11-26T17:29:37Z
devops-requests,sharpedavid,true,2020-11-26T17:30:31Z,2020-11-25T19:27:59Z,,CLOSED,"Request for BCGOV GitHub Organization Membership: Trevor Schiavone (@tschia)",2020-11-26T17:30:34Z
devops-requests,micheal-w-wells,true,2020-11-26T17:30:46Z,2020-11-25T21:11:54Z,,CLOSED,"Cluster access for Warren K.",2020-11-26T17:30:48Z
devops-requests,popdata-ocwa-user,true,2020-11-25T23:27:06Z,2020-11-25T23:24:42Z,,CLOSED,"Remove API Management for DBC",2020-11-25T23:27:08Z
devops-requests,Kaineatthelab,true,2020-11-28T00:27:52Z,2020-11-25T23:24:44Z,2020-11-25T23:25:13Z,CLOSED,"Quota Update",2020-11-30T18:26:52Z
devops-requests,ikethecoder,true,2020-11-30T21:13:23Z,2020-11-25T23:28:33Z,,CLOSED,"Remove API Management for DBC",2020-11-30T21:13:25Z
devops-requests,jamesmunro-BCGOV,true,2020-11-30T18:18:44Z,2020-11-26T18:25:13Z,,CLOSED," New Project set - Vector and Image Map Tile Server",2020-11-30T18:18:47Z
devops-requests,rafasbcgov,true,2020-12-01T18:07:17Z,2020-12-01T17:17:43Z,,CLOSED,"OpenShift access request",2020-12-01T18:07:27Z
devops-requests,rafasbcgov,true,2020-12-09T18:52:10Z,2020-12-01T21:40:53Z,,CLOSED,"Remove project set from OCP 3",2020-12-09T18:52:10Z
devops-requests,jamesmunro-BCGOV,true,2020-12-03T18:31:02Z,2020-12-01T22:20:09Z,,CLOSED,"BCGov github Organization membership",2020-12-03T18:31:05Z
devops-requests,jamesmunro-BCGOV,true,2020-12-03T18:22:33Z,2020-12-02T18:39:14Z,,CLOSED,"Add to BCGOV github organization",2020-12-03T18:22:35Z
devops-requests,cboreen,true,2020-12-03T19:33:44Z,2020-12-03T18:44:03Z,,CLOSED,"Access Request for OpenShift for fytirg",2020-12-03T19:33:46Z
devops-requests,woongsoonjang,true,2020-12-03T19:33:09Z,2020-12-03T18:47:18Z,,CLOSED,"Request for BCGOV GitHub Organization Membership",2020-12-03T19:33:12Z
devops-requests,jleach,true,2020-12-08T17:41:54Z,2020-12-04T18:30:35Z,,CLOSED,"Please remove the following namespaces",2020-12-08T17:41:56Z
devops-requests,rloisell,true,2020-12-29T19:29:08Z,2020-12-04T19:13:33Z,,CLOSED,"AG/PSSG BCGov & BCDevOps Organization Membership Request",2020-12-29T19:29:10Z
devops-requests,gil0109,true,2020-12-09T19:04:44Z,2020-12-05T22:14:22Z,,CLOSED,"Removal of nzpnbz - Workflow migration completed.",2020-12-09T19:04:46Z
devops-requests,afanrasool,true,2020-12-08T17:51:15Z,2020-12-07T13:35:25Z,,CLOSED,"Request for a namespace/project to test Artifactory playbooks",2020-12-08T17:51:17Z
devops-requests,abschwenker,true,2020-12-07T19:50:49Z,2020-12-07T16:03:49Z,2020-12-07T18:26:35Z,CLOSED,"Group membership to create SIMS repo",2020-12-07T19:50:51Z
devops-requests,MikeLyttle,true,2020-12-08T17:51:56Z,2020-12-08T00:01:36Z,,CLOSED,"OpenShift Access Request for Phil Arctander",2020-12-08T17:51:59Z
devops-requests,rafasbcgov,true,2020-12-09T19:05:17Z,2020-12-08T22:30:47Z,,CLOSED,"Request for OpenShift access",2020-12-09T19:05:19Z
devops-requests,WadeBarnes,true,2020-12-09T19:03:02Z,2020-12-08T22:43:29Z,,CLOSED,"Request for OpenShift access - Wade King",2020-12-09T19:03:05Z
devops-requests,gil0109,true,2020-12-09T19:06:51Z,2020-12-09T03:11:13Z,,CLOSED,"Remove yyjqpa workspace",2020-12-09T19:06:54Z
devops-requests,ll911,true,2020-12-10T00:28:29Z,2020-12-09T21:11:56Z,,CLOSED,"new KC realm request",2020-12-10T00:28:32Z
devops-requests,dsandor716,true,2020-12-09T21:41:29Z,2020-12-09T21:36:58Z,,CLOSED,"Learning Curator",2020-12-23T20:12:45Z
devops-requests,mitovskaol,true,2020-12-11T20:52:51Z,2020-12-09T21:46:38Z,,CLOSED,"Update PO/Tech Lead for rtb-dms-prod",2020-12-11T20:52:53Z
devops-requests,abschwenker,true,2020-12-18T19:50:53Z,2020-12-09T23:16:49Z,,CLOSED,"SIMS KeyCloak Realm Request",2020-12-18T19:50:56Z
devops-requests,jleach,true,2020-12-11T17:53:02Z,2020-12-09T23:33:39Z,,CLOSED,"Please update PO contact details for a OCP3 namespace",2020-12-11T17:53:10Z
devops-requests,micheal-w-wells,true,2020-12-11T20:54:46Z,2020-12-10T00:20:13Z,,CLOSED,"OC 3 cluster access for PO",2020-12-11T20:54:48Z
devops-requests,WadeBarnes,true,2020-12-11T20:55:48Z,2020-12-10T17:45:11Z,,CLOSED,"Request for OpenShift access - Don Chan",2020-12-11T20:55:50Z
devops-requests,mitovskaol,true,2020-12-11T20:58:57Z,2020-12-10T23:35:10Z,,CLOSED,"Update PO and Tech Lead for Snowplow project",2020-12-11T20:58:59Z
devops-requests,mitovskaol,true,2020-12-11T21:00:14Z,2020-12-10T23:47:22Z,,CLOSED,"Update PO for SBC-AUTH app",2020-12-11T21:00:16Z
devops-requests,henry-ngo,true,2020-12-16T20:40:46Z,2020-12-11T16:52:14Z,,CLOSED,"request to add collaborators to bcgov-c repo",2020-12-16T21:24:24Z
devops-requests,mitovskaol,true,2020-12-11T21:01:25Z,2020-12-11T17:25:49Z,,CLOSED,"Update PO for OpenShift Launchpad ",2020-12-11T21:01:28Z
devops-requests,mitovskaol,true,2020-12-15T17:15:25Z,2020-12-11T19:44:12Z,2020-12-11T19:45:05Z,CLOSED,"Request for Removal of Developers' Exchange Platform project set (ACTION ON JAN 11, 2021)",2020-12-15T17:15:28Z
devops-requests,mitovskaol,true,2020-12-16T21:12:05Z,2020-12-11T23:11:14Z,,CLOSED,"Request to remove AppSec tools sandbox namespaces ",2020-12-16T21:12:07Z
devops-requests,mitovskaol,true,2021-02-02T18:50:58Z,2020-12-11T23:11:39Z,,CLOSED,"Request for Removal of Developers' Exchange Website bcdevexchange.org project set",2021-03-04T00:12:52Z
devops-requests,BcGovNeal,true,2020-12-14T23:29:52Z,2020-12-14T21:57:54Z,,CLOSED,"Request to Provision Temporary S3 Bucket",2020-12-14T23:29:54Z
devops-requests,sharifreer,true,2020-12-15T22:32:06Z,2020-12-14T22:28:01Z,,CLOSED,"Access for EDUC developer OCP3 and OCP4",2020-12-15T22:32:09Z
devops-requests,chrsuthe,true,2020-12-15T22:34:55Z,2020-12-15T00:31:28Z,,CLOSED,"Code accessible on project in bcgov-c domain",2020-12-15T22:47:26Z
devops-requests,mitovskaol,true,2020-12-29T19:34:59Z,2020-12-15T17:33:49Z,,CLOSED,"Update PO for RSBC - CARMA-API project",2020-12-29T19:35:01Z
devops-requests,thegentlemanphysicist,true,2020-12-16T21:41:13Z,2020-12-15T18:08:34Z,,CLOSED,"Request for Removal of ExchangeLabOps Platform project set",2020-12-16T21:41:15Z
devops-requests,GregFPoirier,true,2020-12-15T22:37:21Z,2020-12-15T18:17:10Z,,CLOSED,"Access to Openshift for Burak Acken",2020-12-15T22:37:23Z
devops-requests,abschwenker,true,2020-12-15T21:52:30Z,2020-12-15T20:24:11Z,,CLOSED,"Request to add user to BCDevOps",2020-12-15T21:52:33Z
devops-requests,popdata-ocwa-user,true,2020-12-15T21:51:04Z,2020-12-15T21:48:05Z,,CLOSED,"Request for re-inclusion in bcgov organization",2020-12-15T21:51:06Z
devops-requests,tdekens,true,2020-12-29T19:42:05Z,2020-12-15T23:43:27Z,,CLOSED,"KeyCloak Realm request for BioHubBC",2020-12-29T20:12:15Z
devops-requests,gil0109,true,2020-12-29T19:45:10Z,2020-12-16T01:58:37Z,,CLOSED,"decommission an SSO realm - 296gqjn5",2020-12-29T19:45:12Z
devops-requests,cvarjao,true,2020-12-16T21:51:19Z,2020-12-16T17:28:06Z,,CLOSED,"remove nt0v2p-* namespaces from OCP3",2020-12-16T21:51:21Z
devops-requests,patricksimonian,true,2020-12-16T18:56:19Z,2020-12-16T18:55:36Z,2020-12-16T18:55:42Z,CLOSED,"Remove wpvqx7-* ",2020-12-16T18:58:43Z
devops-requests,mark-walle,true,2020-12-17T21:13:39Z,2020-12-16T20:27:21Z,2020-12-17T20:36:08Z,CLOSED,"Keycloak Realm request (migration) for FOI Report Download",2020-12-17T21:13:42Z
devops-requests,mitovskaol,true,2021-01-05T21:25:25Z,2020-12-16T21:51:15Z,,CLOSED,"Add PO/Tech Lead info to SBC-AUTH project",2021-01-05T21:25:28Z
devops-requests,mitovskaol,true,2021-01-05T21:26:44Z,2020-12-16T22:08:23Z,,CLOSED,"Add PO for MOH SITEREG project",2021-01-05T21:26:46Z
devops-requests,mitovskaol,true,2021-01-05T21:30:04Z,2020-12-16T22:16:46Z,2020-12-16T22:21:10Z,CLOSED,"Add PO and Tech Lead for Range MyRA app ",2021-01-05T21:30:07Z
devops-requests,mitovskaol,true,2021-01-05T21:36:51Z,2020-12-16T22:26:40Z,,CLOSED,"Add PO for GDXWP app",2021-01-05T21:36:53Z
devops-requests,mitovskaol,true,2021-01-20T00:24:28Z,2020-12-16T22:39:39Z,,CLOSED,"Add PO and Tech Lead to CAPS (Snowplow) app",2021-01-20T00:24:34Z
devops-requests,mitovskaol,true,2021-01-05T21:38:43Z,2020-12-16T22:50:34Z,,CLOSED,"Add PO and Tech Lead for Messaging Service Showcase app",2021-01-05T21:38:46Z
devops-requests,mitovskaol,true,2021-01-05T21:37:29Z,2020-12-16T22:59:25Z,,CLOSED,"Add PO/Tech Lead for Data Security Classification Repository app",2021-01-05T21:37:31Z
devops-requests,itchison,true,2020-12-17T21:19:17Z,2020-12-17T17:35:46Z,,CLOSED,"Add 2 new developers to bcdevops for openshift access",2020-12-17T21:19:20Z
devops-requests,rturgano,true,2020-12-18T22:34:26Z,2020-12-17T18:02:19Z,,CLOSED,"Request for adding OpenShift access",2020-12-18T22:34:28Z
devops-requests,mark-walle,true,2020-12-17T21:13:28Z,2020-12-17T20:26:27Z,,CLOSED,"Keycloak Realm request (migration) for GDX Analytics AWS SSO",2020-12-17T21:13:30Z
devops-requests,micheal-w-wells,true,2020-12-18T22:33:56Z,2020-12-17T21:43:52Z,,CLOSED,"OCP4 access for @NickPhura",2020-12-18T22:33:58Z
devops-requests,mitovskaol,true,2021-01-05T21:40:24Z,2020-12-17T22:54:01Z,,CLOSED,"Update PO/Tech Lead for Human Rights Tribunal app ",2021-01-05T21:40:26Z
devops-requests,TimCsaky,true,2020-12-24T17:44:07Z,2020-12-17T23:17:27Z,2021-01-21T20:21:42Z,CLOSED,"Request for Removal of OCP 3.11 Project Set",2021-01-21T20:21:42Z
devops-requests,micheal-w-wells,true,2020-12-18T22:33:28Z,2020-12-17T23:51:17Z,,CLOSED,"OCP4 access for @popkinj",2020-12-18T22:35:19Z
devops-requests,mitovskaol,true,2021-01-05T21:42:09Z,2020-12-18T17:02:59Z,,CLOSED,"Update PO and Tech Lead for Mobile Pathfinder Secure Image",2021-01-05T21:42:11Z
devops-requests,sharpedavid,true,2021-01-05T22:18:27Z,2020-12-18T17:14:16Z,2020-12-18T17:20:19Z,CLOSED,"Request for Removal of Identity Access Management Project Set",2021-01-05T22:18:29Z
devops-requests,gil0109,true,2020-12-18T22:29:58Z,2020-12-18T19:01:14Z,,CLOSED,"ServiceBC - Adding New User Request",2020-12-18T22:30:00Z
devops-requests,kuanfandevops,true,2020-12-18T22:31:08Z,2020-12-18T21:46:37Z,2020-12-18T21:48:46Z,CLOSED,"Request adding Openshift v4 access for our new developer in Zeva project",2020-12-18T22:31:10Z
devops-requests,gil0109,true,2020-12-24T17:43:11Z,2020-12-20T05:24:34Z,,CLOSED,"Remove of hdhclr.  Migration to OCP4 completed.",2020-12-24T17:43:14Z
devops-requests,ninosamson,true,2020-12-22T20:47:02Z,2020-12-21T19:34:13Z,,CLOSED,"Requesting Developer Access to BCGov ",2020-12-22T20:47:04Z
devops-requests,ashtonmeuser,true,2020-12-22T20:40:17Z,2020-12-21T22:15:53Z,,CLOSED,"OpenShift project user access request",2020-12-22T20:40:19Z
devops-requests,jhmccoll,true,2020-12-22T20:46:07Z,2020-12-22T20:02:01Z,,CLOSED,"IDIR jchristi is unable to login to SBC realm vtkayq4c please remove duplicates",2020-12-22T20:46:09Z
devops-requests,freshjwarren,true,2020-12-22T20:41:39Z,2020-12-22T20:36:38Z,,CLOSED,"Add Travis-A-Clark to private org",2020-12-22T20:41:41Z
devops-requests,freshjwarren,true,2020-12-22T20:41:14Z,2020-12-22T20:37:57Z,,CLOSED,"Add Kousthubha-M to private org",2020-12-22T20:41:16Z
devops-requests,freshjwarren,true,2021-01-12T20:46:11Z,2020-12-22T20:40:34Z,,CLOSED,"Create private 'Performance' repo",2021-01-12T20:47:10Z
devops-requests,jamesmunro-BCGOV,true,2020-12-24T17:40:09Z,2020-12-23T17:37:01Z,,CLOSED,"Request for BCGOV GitHub Organization Membership",2020-12-24T17:40:12Z
devops-requests,sbathgate,true,2020-12-29T19:47:30Z,2020-12-23T21:09:36Z,,CLOSED,"Request Platform Services Registry be added to SonarCloud",2020-12-29T19:47:32Z
devops-requests,dsandor716,true,2020-12-24T17:39:26Z,2020-12-23T21:20:14Z,,CLOSED,"Moodle Aro -repo and namespace",2020-12-24T19:27:39Z
devops-requests,marklise,true,2021-01-05T21:55:24Z,2020-12-24T18:08:20Z,,CLOSED,"Remove OCP 3.11 Project set eao-iuc-dev/test/tools/prod",2021-01-05T21:55:27Z
devops-requests,sharifreer,true,2020-12-24T19:23:46Z,2020-12-24T18:48:26Z,,CLOSED,"EDUC Request for BCGOV GitHub Organization Membership - harshit-kohli",2020-12-24T19:23:48Z
devops-requests,marklise,true,2021-01-05T21:57:57Z,2020-12-24T20:04:47Z,,CLOSED,"Removal of OCP 3.11 Project Set - md4m71-dev/test/prod/tools",2021-01-05T21:57:59Z
devops-requests,sharifreer,true,2020-12-29T20:58:49Z,2020-12-24T20:20:31Z,,CLOSED,"Access for EDUC employee to OCP3 and OCP4",2020-12-29T20:58:51Z
devops-requests,marklise,true,2021-01-05T22:02:00Z,2020-12-24T20:20:55Z,,CLOSED,"Removal of OCP 3.11 Project Set  qf32cm-dev/test/tools/prod",2021-01-05T22:02:03Z
devops-requests,f-w,true,2021-01-08T18:44:51Z,2020-12-30T20:44:02Z,2021-01-04T17:52:39Z,CLOSED,"Removal of OCP 3.11 Project Set gcpe-notifybc-dev/tools",2021-01-08T18:44:54Z
devops-requests,loneil,true,2021-01-05T19:51:58Z,2021-01-04T21:53:37Z,2021-01-04T21:53:52Z,CLOSED,"Add BCeID IDP to cp1qly2d realms",2021-01-05T19:52:01Z
devops-requests,garywong-bc,true,2021-01-05T22:08:48Z,2021-01-05T17:31:16Z,,CLOSED,"Request to remove archived DCBR app",2021-01-05T22:08:50Z
devops-requests,jamesmunro-BCGOV,true,2021-01-05T22:14:13Z,2021-01-05T20:19:00Z,,CLOSED,"BCGov Github Org membership request - Wessam",2021-01-05T22:14:16Z
devops-requests,jamesmunro-BCGOV,true,2021-01-05T22:14:49Z,2021-01-05T20:20:44Z,,CLOSED,"BCGov Organization membership for Daryl",2021-01-05T22:14:51Z
devops-requests,jeffds,true,2021-01-12T20:48:32Z,2021-01-05T20:43:13Z,,CLOSED,"Request for BCGOV GitHub Organization Membership",2021-01-12T20:48:34Z
devops-requests,f-w,true,2021-01-05T23:00:41Z,2021-01-05T22:55:23Z,,CLOSED,"Removal of OCP 3.11 Project Set jco1qb-tools/dev/test/prod",2021-01-05T23:00:43Z
devops-requests,WadeBarnes,true,2021-01-08T18:46:47Z,2021-01-05T23:34:43Z,,CLOSED,"Request for OpenShift access - Akiff Manji",2021-01-08T18:46:50Z
devops-requests,WadeBarnes,true,2021-01-08T18:50:14Z,2021-01-06T17:35:07Z,,CLOSED,"Request for Removal of OCP 3.11 Project Set - l4izby",2021-01-08T18:50:16Z
devops-requests,rstens,true,2021-01-08T19:11:39Z,2021-01-06T17:45:49Z,2021-01-06T17:46:11Z,CLOSED,"Please remove the OCP3 8ecbmv namespaces (Project Set) as we finished and verified our migration to OCP4",2021-01-08T19:11:41Z
devops-requests,marklise,true,2021-01-08T19:15:20Z,2021-01-06T20:10:34Z,,CLOSED,"Request for Removal of OCP 3.11 Project Set jnznvm-dev/test/prod/tools",2021-01-08T19:15:22Z
devops-requests,dsandor716,true,2021-01-08T19:15:50Z,2021-01-06T23:43:46Z,,CLOSED,"adding OpenShift access for Warren Christian",2021-01-08T19:32:17Z
devops-requests,yatavin,true,2021-01-08T19:17:08Z,2021-01-07T19:15:06Z,,CLOSED,"Adding OpenShift access",2021-01-08T21:14:46Z
devops-requests,ConradBoydElliottGustafson,true,2021-01-08T20:42:26Z,2021-01-08T20:01:21Z,,CLOSED,"Add Conrad Gustafson to bcgov organization",2021-01-08T20:42:28Z
devops-requests,ConradBoydElliottGustafson,true,2021-01-08T20:42:42Z,2021-01-08T20:03:54Z,,CLOSED,"Provide OpenShift access to Conrad Gustafson",2021-01-08T20:42:44Z
devops-requests,ConradBoydElliottGustafson,true,2021-01-08T20:43:25Z,2021-01-08T20:07:10Z,,CLOSED,"Add OpenShift access to Vunnam, Niranchandra",2021-01-08T20:43:27Z
devops-requests,sharifreer,true,2021-01-12T20:49:12Z,2021-01-08T20:45:30Z,,CLOSED,"Request for BCGOV GitHub Organization Membership - EDUC mahditasfin",2021-01-12T20:49:15Z
devops-requests,kuanfandevops,true,2021-01-12T21:01:03Z,2021-01-08T20:47:22Z,,CLOSED,"Request to remove Zeva project namespaces tbiwaq-(tools, dev, test and prod) on OCP 3.11",2021-01-12T21:01:05Z
devops-requests,sharifreer,true,2021-01-12T20:51:55Z,2021-01-08T20:48:06Z,,CLOSED,"Request for adding or removing OpenShift access - EDUC mahditasfin",2021-01-12T20:51:57Z
devops-requests,dsandor716,true,2021-01-11T22:49:18Z,2021-01-08T21:07:19Z,,CLOSED," get access the OpenShift console for learning curator",2021-01-11T22:49:21Z
devops-requests,freshjwarren,true,2021-01-12T19:35:13Z,2021-01-09T00:29:09Z,,CLOSED,"Provision OpenShift Project for 'Performance'",2021-01-12T19:35:16Z
devops-requests,freshjwarren,true,2021-01-12T20:51:19Z,2021-01-09T00:31:30Z,,CLOSED,"Grant User Access to OpenShift Project 'performance'",2021-01-12T20:51:21Z
devops-requests,sharpedavid,true,2021-01-12T20:53:27Z,2021-01-10T05:37:57Z,,CLOSED,"Delete orphan GitHub repo",2021-01-12T20:53:29Z
devops-requests,avkleef,true,2021-01-28T21:23:27Z,2021-01-11T20:37:32Z,,CLOSED,"AG/PSSG BCGov, BCGov-C & BCDevOps Organization Membership Requests",2021-02-01T22:34:42Z
devops-requests,gil0109,true,2021-01-12T21:03:45Z,2021-01-11T20:58:37Z,,CLOSED,"Removal of OCP 3.11 - servicebc-cfms",2021-01-12T21:03:48Z
devops-requests,WadeBarnes,true,2021-01-12T20:57:32Z,2021-01-12T13:37:19Z,,CLOSED,"Request for Removal of OCP 3.11 Project Set - apndkr",2021-01-12T20:57:34Z
devops-requests,mark-a-wilson,true,2021-01-12T17:41:30Z,2021-01-12T17:39:03Z,,CLOSED,"Change Product Owner / Tech Lead names",2021-01-12T17:41:33Z
devops-requests,sutherlanda,true,2021-01-12T19:46:25Z,2021-01-12T19:45:07Z,,CLOSED,"Procurement Concierge - akpalw",2021-01-12T19:46:27Z
devops-requests,sutherlanda,true,2021-01-12T20:58:47Z,2021-01-12T19:46:09Z,,CLOSED,"Procurement Concierge (namespace license plate: akpalw)",2021-01-12T20:58:49Z
devops-requests,Travis-A-Clark,true,2021-01-20T00:26:29Z,2021-01-12T22:22:15Z,,CLOSED,"Grant ZenHub access to BCGOV-C organization",2021-01-20T00:26:31Z
devops-requests,HeatherRemacle,true,2021-01-20T00:36:51Z,2021-01-12T22:30:54Z,,CLOSED,"Digital.gov.bc.ca",2021-01-20T00:36:53Z
devops-requests,garywong-bc,true,2021-02-05T19:47:55Z,2021-01-13T03:17:16Z,,CLOSED,"Retire and delete csnr-devops-lab-tools and csnr-devops-lab-deploy",2021-02-05T19:47:57Z
devops-requests,rantifamilusi,true,2021-01-13T17:28:43Z,2021-01-13T16:33:53Z,2021-01-19T03:48:23Z,CLOSED,"DELETE",2021-01-19T03:48:23Z
devops-requests,csherman-gov,true,2021-01-13T22:26:30Z,2021-01-13T17:47:14Z,,CLOSED,"OpenShift 4 Namespace to Migrate HRT from OCP 3",2021-01-13T22:26:32Z
devops-requests,mitovskaol,true,2021-01-21T18:59:15Z,2021-01-13T18:32:57Z,,CLOSED,"Add a PO/Tech Lead to nrts-prc-prod project set in OCP3",2021-01-21T18:59:17Z
devops-requests,danielhirner,true,2021-01-13T22:59:58Z,2021-01-13T21:39:48Z,,CLOSED,"Access request for https://github.com/bcgov/CIT ",2021-01-14T00:38:51Z
devops-requests,freshjwarren,true,2021-01-25T22:48:08Z,2021-01-14T19:48:43Z,,CLOSED,"Add @freshjwarren to BCGov org",2021-01-25T22:48:10Z
devops-requests,warrenchristian1telus,true,2021-02-19T20:58:01Z,2021-01-14T20:19:14Z,,CLOSED,"Remove Moodle from OCP 3.11 (d9r6jk)",2021-02-19T20:58:03Z
devops-requests,Kousthubha-M,true,2021-01-25T22:49:54Z,2021-01-14T21:06:42Z,,CLOSED,"Requesting access to BCGov org",2021-01-25T22:49:57Z
devops-requests,ActionAnalytics,true,2021-02-02T17:18:09Z,2021-01-14T23:40:29Z,,CLOSED,"Remove mem-mmti-* project set from OCP3",2021-02-02T17:18:11Z
devops-requests,Tariq-C,true,2021-01-21T20:42:48Z,2021-01-15T16:51:33Z,,CLOSED,"BCGOV Github Access Request for tariq.chatur@gov.bc.ca ",2021-01-21T20:42:51Z
devops-requests,avkleef,true,2021-01-28T20:52:20Z,2021-01-18T22:46:41Z,,CLOSED,"AG/PSSG BCGov, BCGov-C & BCDevOps Organization Membership Requests",2021-01-28T20:56:41Z
devops-requests,rafasbcgov,true,2021-01-21T19:14:21Z,2021-01-19T16:54:42Z,,CLOSED,"Restore OpenShift access",2021-01-21T19:14:24Z
